Occasion,Date,Trap,Species,Recapture (R/N) ,Tag no.,Age (J/SA/A),Sex (M/F),Breeding ,HF (L),E (L),AGD,HB,T,Tail % of HB,MZ (Muzzle length),Parasites (number of ectoparasites visible with naked eRe),Bag Weight (g),Weight incl. bag (g),Weight,Injuries ,Dead,Tissue Sample ID,Parasite Sample ID,Processor,Whot Baited,Other Notes,Flagged
F100-1-2012-1,17/07/2012,F100-1-14B,RS,R,O41781763B,A,F,,,,,,,,,,,,,,,,,Robin,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-24B,SS,R,O4178188DD,A,F?,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-30A,RS,R,O417818E1C,A,F,,,,,,,,,,,,,,,,,Robin,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-42A,LSQ,R,O417819D37,A,M,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,completely wet and cold to the touch. Weak and unresponsive. Put in sun and dried with tissue. Still in bad shape when it came to releasing. ,
F100-1-2012-1,17/07/2012,F100-1-24A,DTT,R,O4178C371O,A,F,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,originally reID'd as CBS by Robin.,
F100-1-2012-1,17/07/2012,F100-1-41A,SS,R,O4178C3EAC,A,F?,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,Pale CBS but orangeish side-stripe still present,
F100-1-2012-1,17/07/2012,F100-1-29A,WH,R,O4178C5134,A,M,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-11A,LTG,N,O4178C743B,A,F,"Nipples, perforated",44.8,23.9,11.6,,,,,5,20,333,313,,,803,,Robin,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-11B,SS,N,O417BD633C,A,M,Testes,25.8,14.5,12.6,,,,,63,17,71,54,,,805,,Ollie,Alex + Sabri,,
F100-1-2012-1,17/07/2012,F100-1-30B,LSQ,N,O417BD9C82,A,M,Testes,32.5,,,140.7,77.9,,,118,17,112,95,Leech wound on cheek - got whilst in trap?,,,129,Ollie,Alex + Sabri,Why so many ticks??,
F100-1-2012-1,17/07/2012,F100-1-9A,SS,N,O417BD9D3F,A,F,,26,16.3,8.3,,,,,,17,62,45,,,806,,Ollie,Alex + Sabri,"""Classic"" CBS",
F100-1-2012-1,17/07/2012,F100-1-39A,SS,N,O417BDA431,A,F,Perforated,23.5,17.1,10.15,,,,,16,17,87,70,"Stub tail, but old. Not caused by trapping.",,807,130,Ollie,Alex + Sabri,very clear and wide side-stripe.,
F100-1-2012-1,17/07/2012,F100-1-23B,LSQ,R,O417BDAED4,A,F,,,,,,,,,,,,,,,,,Ollie,Alex + Sabri,,
F100-1-2012-2,18/07/2012,F100-1-32A,SS,R,O417815639,A,M,,,,,,,,,,,,,,,,,Ollie,James,"Tag wouldn't read inside trap. Escaped through small hole in bag - at point processing station near point 29. previously caught a CBS at 32A (on 17/07/12) - others are less likely so putatively asigned to this individual. EDIT: Res, this individual because caught on 19/07/12 and had nick on fur clip which I caused on 17/07/12",
F100-1-2012-2,18/07/2012,F100-1-6A,WH,R,O417816296,A,F?,,,,,,,,,,,,,,,,,Ollie,Sabri,Alex released at some flagging tape between 4a and 4b! why??,
F100-1-2012-2,18/07/2012,F100-1-4A,WH,R,O417816314,A,M,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-1-2012-2,18/07/2012,F100-1-2B,WH,R,O417816O84,A,F,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-1-2012-2,18/07/2012,F100-1-25B,SS,R,O417818AF3,A,M,,,,,,,,,,,,,,,,,Ollie,James,,
F100-1-2012-2,18/07/2012,F100-1-44B,CTRS,R,O41781E1F1,A,M,,,,,,,,,,,,,,,,,Ollie,Alex,originally ID'd by Ollie as SLTRS,
F100-1-2012-2,18/07/2012,F100-1-16A,DTT,N,O417BD5FCA,A,F,Perforated,22.7,14.85,6.7,,,,,2,17,61,44,,,810,133,Ollie,Robin,,
F100-1-2012-2,18/07/2012,F100-1-17A,WH,N,O417BD61C1,A,M,Testes (huge),26.4,16.3,14.35,,,,,23,17,55,38,,,808,131,Ollie,Ollie,,
F100-1-2012-2,18/07/2012,F100-1-46A,WH,N,O417BD6CO8,A,M,Testes,27.55,17.4,14,,,,,,17,53,36,,,809,132,Ollie,Alex,,
F100-1-2012-2,18/07/2012,F100-1-37A,SS,R,O417BDA431,A,F,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-1-2012-3,19/07/2012,F100-1-34B,SS,R,O417815639,A,M,,25.25,14.05,13,,,,,,17,62,45,Nicked on fur clip,y,,,Ollie,Ollie,Tag apparently lost - must be 0417815639 because of the nick on fur clip I remember doing. Died on ethering - why?? Not in for long.,
F100-1-2012-3,19/07/2012,F100-1-3A,WH,R,O417816296,A,F?,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-1-2012-3,19/07/2012,F100-1-3B,WH,R,O417816O84,A,F,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-1-2012-3,19/07/2012,F100-1-28A,RS,R,O417816O91,A,F,,,,,,,,,,,,,,,,,Ollie,Sabri,Robin set spool,
F100-1-2012-3,19/07/2012,F100-1-4B,RS,R,O41781763B,A,F,,,,,,,,,,,,,,y,,,Ollie,Alex,Died whilst Robin setting a spool on its back - overdose?,
F100-1-2012-3,19/07/2012,F100-1-26A,SS,R,O417818AF3,A,M,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-1-2012-3,19/07/2012,F100-1-43A,SS,R,O4178C3EAC,A,F?,,,,,,,,,,,,,,,,,Ollie,Ollie,,
F100-1-2012-3,19/07/2012,F100-1-13A,LSQ,R,O4178C5771,A,M,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-1-2012-3,19/07/2012,F100-1-5B,SS,R,O417BD633C,A,M,,,,,,,,,,,,,,,,,Ollie,Alex,,
F100-1-2012-3,19/07/2012,F100-1-34A,WH,N,O417BD68FB,A,M,Testes,27.65,18.5,17.2,,,,,20,19,65,46,,,811,,Ollie,Ollie,,
F100-1-2012-3,19/07/2012,F100-1-38A,DTT,N,O417BD6EOC,A,M,Testes,26.5,16.95,24.9,,,,,2,19,93,74,End of tail lost - old?,,813,,Ollie,Ollie,,
F100-1-2012-3,19/07/2012,F100-1-10B,FSGSQ,N,O417BD7792,A,M,Testes,43.1,,,184.55,127.5,,,2,17,177,160,,,,134,Ollie,Sabri,,
F100-1-2012-3,19/07/2012,F100-1-19B,DTT,N,O417BD7D55,A,M,Testes,25.9,14.55,17.95,,,,,14,19,77,58,,,812,135,Ollie,Alex,,
F100-1-2012-3,19/07/2012,F100-1-35B,LGTRS,R,O417BD8F38,A,F,,,,,,,,,,,,,,,,,Ollie,Ollie,,
F100-1-2012-3,19/07/2012,F100-1-9A,SS,R,O417BD9D3F,A,F,,,,,,,,,,,,,,,,,Ollie,Sabri,,
F100-1-2012-4,20/07/2012,F100-1-21A,RS,R,O417815C9C,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-1-2012-4,20/07/2012,F100-1-4B,LTG,R,O417816799,A,F,,,,,,,,,,,,,,,,,Robin,Ollie,,
F100-1-2012-4,20/07/2012,F100-1-2A,WH,R,O417816DF7,A,M,,,,,,,,,,,,,,,,,Robin,Ollie,,
F100-1-2012-4,20/07/2012,F100-1-32A,SS,R,O4178188DD,A,F?,,,,,,,,,,,,,,,,,Robin,James,,
F100-1-2012-4,20/07/2012,F100-1-25B,SS,R,O417818AF3,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
F100-1-2012-4,20/07/2012,F100-1-35A,LTG,R,O41781921C,A,F,,,,,,,,,,,,,,,,,Robin,James,,
F100-1-2012-4,20/07/2012,F100-1-48A,SS,R,O4178C3EAC,A,F?,,,,,,,,,,,,,,y,,,Robin,Alex,"Ants, killed in trap",
F100-1-2012-4,20/07/2012,F100-1-7A,LSQ,R,O4178C5771,A,M,,,,,,,,,,,,,,,,,Robin,Ollie,,
F100-1-2012-4,20/07/2012,F100-1-8A,WH,N,O417BD68F4,SA,F?,,24.3,11.6,7.9,,,,,8,17,40,23,,y,814,,Robin,Ollie,died during processing,
F100-1-2012-4,20/07/2012,F100-1-30B,LGTRS,R,O417BD8F38,A,F,,,,,,,,,,,,,,,,,Robin,James,,
F100-1-2012-4,20/07/2012,F100-1-6B,FSGSQ,N,O417BD9FC8,A,F,perforated,41.7,,,181.6,52.8,,27.4,3,43,197,154,tail cut down to a stump,,,,Robin,Ollie,,
F100-1-2012-4,20/07/2012,F100-1-36A,SS,R,O417BDA431,A,F,,,,,,,,,,,,,,,,,Robin,James,,
F100-1-2012-4,20/07/2012,F100-1-23A,MR,R,O417O69CD5,A,M,,,,,,,,,,,,,,,,,Robin,Alex,,
