Occasion,Date,Trap,Species (LSQ: Low's Squirrel; RBSSQ: Red-bellied Scultor Squirrel; SS: Small Spiny; MR: Muller's; CBS: Chesnut-Bellied Spiny; LETRS: Lesser Treeshrew; STRS: Slender Treeshrew; LGTRS: Large Treeshrew),N or R,Tag no.,Age,Sex,Sexing Notes,HF,E,AGD,HB,T,Tail % of HB,MZ,Bag Weight,Gross Weight,Net Weight,Parasites (number of ectoparasites visible with naked eye),Body Fat,Injuries ,Dead?,Tissue Sample ID,Parasite Sample,Fur sample,Faecal Sample 1,Faecal Sample 2,Processor,Who Baited,Other Notes
D1-1-2012-5,29/02/2012,D1-1-23A,LTG,R,O4178C4E1O,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Alex,
D1-1-2012-5,29/02/2012,D1-1-24A,WH,N,O4178C53EA,A,M,Testes,25.25,15.85,19,,,,,13,66,53,27,,,,503,,,,,Faye,Alex,
D1-1-2012-5,29/02/2012,D1-1-40A,SS,R,O4178C564D,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Mike,
D1-1-2012-5,29/02/2012,D1-1-30A,DTT,N,O4178C598A,SA,M?,,23.3,13,10.3,,,,,13,42,29,9,,,,504,,,,,Faye,Sabri,Quite small - subad
D1-1-2012-5,29/02/2012,D1-1-48B,RS,R,O4178C5CO6,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Mike,
D1-1-2012-5,29/02/2012,D1-1-48A,LTG,R,O4178C64FF,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Mike,
D1-1-2012-5,29/02/2012,D1-1-25A,PR,N,O4178C6788,A,M,Large testes,22.65,14.4,16.95,,,,,13,48,35,2,,,,505,,,,,Faye,Sabri,
D1-1-2012-5,29/02/2012,D1-1-17B,RS,R,O4178C6BD1,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Alex,
D1-1-2012-5,29/02/2012,D1-1-21A,RS,R,O4178C7ACO,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Alex,
D1-1-2012-5,29/02/2012,D1-1-3B,SS,R,O4178C8OBD,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Matt,
D1-1-2012-5,29/02/2012,D1-1-15A,LTG,N,,,,,,,,,,,,,,,,,,,,,,,,Faye,Alex,ESCAPED
D1-1-2012-6,01/03/2012,D1-1-16B,LTG,N,O416DA41O2,A,F,3 pairs nips,43.3,24.9,16,,,,,14,325,311,9,,,,508,,,,,Matt,Sabri,
D1-1-2012-6,01/03/2012,D1-1-41A,PR,R,O41781A41B,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-6,01/03/2012,D1-1-48A,WH,R,O4178C334C,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-1-2012-6,01/03/2012,D1-1-12B,WH,R,O4178C361E,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-6,01/03/2012,D1-1-37B,DTT,N,O4178C3C47,A,M,Testes,23.45,14.1,21.55,,,,,13,87,74,4,,,,507,,,,,Faye,Matt,
D1-1-2012-6,01/03/2012,D1-1-35A,DTT,R,O4178C3CD2,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-1-2012-6,01/03/2012,D1-1-2A,RR,R,O4178C3D55,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-6,01/03/2012,D1-1-45B,RS,N,O4178C3E82,A,F,,38.4,22.5,11.4,,,,,13,114,101,60,,"Left ear ripped in half, right ear sampled and measured.",,512,,,,,Faye,Faye,"Right ear sampled and measured. Thin ankle bands, no collar."
D1-1-2012-6,01/03/2012,D1-1-27A,PR,R,O4178C44F7,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Alex,
D1-1-2012-6,01/03/2012,D1-1-44B,WH,R,O4178C45D4,J,F?,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-1-2012-6,01/03/2012,D1-1-24B,WH,R,O4178C53EA,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Sabri,
D1-1-2012-6,01/03/2012,D1-1-39B,RS,R,O4178C5CO6,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-6,01/03/2012,D1-1-41B,DTT,N,O4178C5FAE,A,M,Testes,24.8,14,25,,,,,13,93,80,2,,,,511,,,,,Faye,Matt,
D1-1-2012-6,01/03/2012,D1-1-40B,SS,R,O4178C63O1,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-6,01/03/2012,D1-1-48B,LTG,R,O4178C64FF,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-1-2012-6,01/03/2012,D1-1-35B,SS,N,O4178C731E,A,M,,24.1,15.65,12.6,,,,,13,58,45,34,,,,506,,,,,Faye,Alex,
D1-1-2012-6,01/03/2012,D1-1-47A,LSQ,N,O4178C77F2,A,F,,34,,6.6,131.6,92.9,,,13,115,102,0,,,,,,,,,Matt,Faye,
D1-1-2012-6,01/03/2012,D1-1-15A,DTT,N,O4178C7C27,A,F,,25.5,14.6,6.3,,,,,13,44,31,3,,,,510,,,,,Matt,Sabri,"V.small, v.white underbelly"
D1-1-2012-6,01/03/2012,D1-1-10B,LSQ,N,O4178C8738,A,M,Testes,30.1,,28.75,146.3,92.5,,,13,114,101,4,,,,,,,,,Faye,James,
D1-1-2012-6,01/03/2012,D1-1-2B,SS,R,O4178C8OBD,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-6,01/03/2012,D1-1-14B,SS,N,O417O69B5O,A,F,Perforated,26.2,14.45,10.4,,,,,13,65,52,85,,,,509,,,,,Faye,Sabri,
D1-1-2012-6,01/03/2012,D1-1-37A,LTG,R,O417O69B97,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-6,01/03/2012,D1-1-13A,LTG,N,,,,,,,,,,,,,,,,,,,,,,,,Faye,Sabri,ESCAPED
D1-1-2012-7,02/03/2012,D1-1-41A,WH,R,O4178C334C,A,M,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-36A,SS,R,O4178C371F,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-7,02/03/2012,D1-1-44B,DTT,N,O4178C3942,A,F,"3 pairs of nips, huge",24.85,15.5,6.5,,,,,14,63,50,6,,,,515,,,,,Matt,James,
D1-1-2012-7,02/03/2012,D1-1-1B,RS,N,O4178C3A9D,A,M,Testes,43.9,24,28.9,,,,,13,202,189,163,,,,513,,,,,Matt,Alex,No collar
D1-1-2012-7,02/03/2012,D1-1-40A,LSQ,R,O4178C3F8A,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-48A,RS,R,O4178C433C,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-16B,RS,R,O4178C487O,A,M,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-37B,LTG,R,O4178C4E1O,A,M,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-35A,MR,N,O4178C53F6,A,M,Testes,43.3,21.5,33.7,,,,,14,230,216,29,,Scab on inside Hind R.Leg,,514,,,,,Matt,Matt,
D1-1-2012-7,02/03/2012,D1-1-40B,SS,R,O4178C564D,A,M,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-15B,SS,R,O4178C59E7,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-7,02/03/2012,D1-1-47B,LTG,R,O4178C64FF,A,F,,,,,,,,,,,,,,,,,,,,,Faye,James,
D1-1-2012-7,02/03/2012,D1-1-32B,RS,R,O4178C6BD1,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-7,02/03/2012,D1-1-28B,RS,R,O4178C6ECF,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-7,02/03/2012,D1-1-11A,SS,R,O4178C714A,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Alex,
D1-1-2012-7,02/03/2012,D1-1-25B,SS,R,O4178C731E,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-1-2012-7,02/03/2012,D1-1-33A,LSQ,N,O4178C73EQ,A,F,,34,,4.1,136.6,90,,,14,96,82,0,,Front right elbow cut,,,,,,,Matt,Matt,"Had ants attacking, wasn't moving much"
D1-1-2012-7,02/03/2012,D1-1-23A,RS,R,O4178C7ACO,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-2-2012-1,06/03/2012,D1-2-19B,LTG,N,O4173COAOO,A,F,3 pairs nips,45,25.7,21.3,,,,,13,380,367,7,,ripped right ear,,519,,,,,Matt,Faye/Sabri,
D1-2-2012-1,06/03/2012,D1-2-3A,SS,N,O4178C313E,A,M,,26.1,15.2,16,,,,,13,74,61,72,,,,524,,,,,Faye,Faye/Sabri,
D1-2-2012-1,06/03/2012,D1-2-18B,PR,N,O4178C3552,A,M,Testes,23.7,13.7,21.3,,,,,13,55,42,8,,,,521,,,,,Matt,Faye/Sabri,Yellowish patch on chest
D1-2-2012-1,06/03/2012,D1-2-43A,LGTRS,N,O4178C372E,A,M,Testes,43.7,,19.1,195.25,183.9,,43.2,13,254,241,0,,,,,,,,,Faye,Matt/Siun,
D1-2-2012-1,06/03/2012,D1-2-32A,LTG,N,O4178C3B44,SA?,M,,42,23.6,27.8,,,,,13,230,217,6,,,,520,,,,,Faye,Matt/Siun,Small for a male LTG - subad?
D1-2-2012-1,06/03/2012,D1-2-29A,SS,N,O4178C3EE2,A,F,Perforated,24.9,16.4,12.7,,,,,13,75,62,86,,,,518,,,,,Faye,Faye/Sabri,
D1-2-2012-1,06/03/2012,D1-2-12B,SS,N,O4178C4O91,A,F,"Perforated, 3xpairs nips",26.9,16.1,13,,,,,13,91,78,39,,,,526,,,,,Faye,Faye/Sabri,
D1-2-2012-1,06/03/2012,D1-2-34A,RS,N,O4178C556F,A,M,Testes,38.2,21.5,28.5,,,,,13,152,139,53,,,,522,,,,,Faye,Matt/Siun,"Thick ankle bands, thin collar not joining."
D1-2-2012-1,06/03/2012,D1-2-18A,WH,N,O4178C58E6,A,M,Testes,29.4,18.5,15.4,,,,,13,54,41,14,,Lost all but 1 inch of tail,,517,,,,,Matt,Faye/Sabri,
D1-2-2012-1,06/03/2012,D1-2-2B,SS,N,O4178C5AEB,A,F,Perforated,25.8,15.5,6.3,,,,,13,59,46,21,,,,523,,,,,Matt,Faye/Sabri,White belly
D1-2-2012-1,06/03/2012,D1-2-41B,PR,N,O4178C756E,A,M,Large testes,22.6,13.5,19.3,,,,,13,53,40,2,,,,516,,,,,Faye,Matt/Siun,
D1-2-2012-1,06/03/2012,D1-2-6B,WH,N,O4178C7FE6,A,M,Testes,30,18.4,16,,,,,14,70,56,27,,,,527,,,,,Matt,Faye/Sabri,
D1-2-2012-1,06/03/2012,D1-2-3B,PR,N,O4179O3ACB,A,F,Perforated,23.3,12.5,5.9,,,,,13,49,36,10,,,,525,,,,,Matt,Faye/Sabri,
D1-2-2012-2,07/03/2012,D1-2-35B,LTG,R,O4178C3B44,SA?,M,,,,,,,,,,,,,,,,,,,,,Matt,Denny,
D1-2-2012-2,07/03/2012,D1-2-34B,SS,R,O4178C3EE2,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Denny,
D1-2-2012-2,07/03/2012,D1-2-41A,WH,N,O4178C3FE7,A,F,"Perforated, 3xpairs nips, pregs",26.4,14.2,10.5,,,,,13,71,58,40,,,,528,,,,,Faye,Faye,
D1-2-2012-2,07/03/2012,D1-2-26B,WH,R,O4178C58E6,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Denny,
D1-2-2012-2,07/03/2012,D1-2-19A,WH,N,O4178C59A9,A,F,Perforated,26.4,15.8,10.5,,,,,14,60,46,32,,,,529,,,,,Faye,Eric,
D1-2-2012-2,07/03/2012,D1-2-30A,MR,N,O4178C692C,A,F,Perforated,39.6,20.6,19.5,,,,,14,145,131,12,,,,532,,,,,Faye,Denny,
D1-2-2012-2,07/03/2012,D1-2-43B,CTRS,N,O4178C72B9,A,F,Nips,48.1,,6.9,194,195.4,,34.5,14,178,164,2,,,,,,,,,Faye,Faye,
D1-2-2012-2,07/03/2012,D1-2-7B,WH,R,O4178C7FE6,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Opong,
D1-2-2012-2,07/03/2012,D1-2-12A,RS,N,O4178C8244,A,M,Testes,42.6,23.4,26.5,,,,,13,162,149,120,,,,530,,,,,Faye,Opong,
D1-2-2012-2,07/03/2012,D1-2-28B,LTG,N,O417O67782,A,F,"Perforated, 4xpairs nips",43.8,24,20.3,,,,,13,340,327,3,,,,531,,,,,Faye,Denny,Underparts v orange
D1-2-2012-3,08/03/2012,D1-2-1A,SS,R,O4178C313E,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Shahreen,
D1-2-2012-3,08/03/2012,D1-2-13A,SS,R,O4178C4O91,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Denny,
D1-2-2012-3,08/03/2012,D1-2-17B,WH,R,O4178C58E6,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-2-2012-3,08/03/2012,D1-2-39B,WH,N,O4178C7134,A,M,Testes,27.7,17.5,14.8,,,,,13,66,53,,,Lost last cm of tail,,533,,,,,Matt,Eric,
D1-2-2012-3,08/03/2012,D1-2-46B,PR,R,O4178C756E,,,,,,,,,,,,,,,,,,,,,,,Faye,Opong,
D1-2-2012-3,08/03/2012,D1-2-21A,PR,N,O4178C79B4,A,M,Testes,22.9,14.9,19.3,,,,,13,49,36,0,,,,534,,,,,Matt,Faye,
D1-2-2012-3,08/03/2012,D1-2-7A,WH,R,O4178C7FE6,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Shahreen,
D1-2-2012-3,08/03/2012,D1-2-33A,LSQ,N,O4178C8OFB,A,M,Testes,34.9,,29.7,146.6,76.4,,,13,128,115,3,,,,,,,,,Matt,Eric,Strange growths on underside of hips
D1-2-2012-4,09/03/2012,D1-2-19B,LTG,R,O4173COAOO,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-4,09/03/2012,D1-2-14A,LTG,N,O41781665A,A,F,,45.2,24.9,27.5,,,,,13,245,232,,,,,537,,,,,Matt,Faye,
D1-2-2012-4,09/03/2012,D1-2-10B,SS,N,O417818715,A,M,Testes,26.9,16.5,13.3,,,,,13,68,55,29,,,,536,,,,,Matt,Faye,
D1-2-2012-4,09/03/2012,D1-2-8B,SS,R,O4178C313E,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-2-2012-4,09/03/2012,D1-2-30A,LTG,R,O4178C3B44,SA?,M,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-4,09/03/2012,D1-2-22B,SS,R,O4178C3EE2,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-4,09/03/2012,D1-2-2A,WH,N,O4178C59FA,A,M,Testes,26.5,17.1,15.5,,,,,14,68,54,34,,,,535,,,,,Matt,Matt,
D1-2-2012-4,09/03/2012,D1-2-28A,LSQ,N,O4178C62EB,A,M,Testes,33.9,,24.3,145,81.1,,,14,110,96,3,,,,,,,,,Matt,Alex,
D1-2-2012-4,09/03/2012,D1-2-33A,WH,R,O4178C7134,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Eric,
D1-2-2012-4,09/03/2012,D1-2-43B,LGTRS,N,O4178C84BO,A,F,,46.9,,5.5,181,180,,41.6,13,245,232,2 (leeches),,Cut to right ear,,,,,,,Matt,Eric,Trap rolled & bag ripped off- pig tracks present
D1-2-2012-4,09/03/2012,D1-2-6B,WH,R,O4179O3ACB,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-2-2012-4,09/03/2012,D1-2-36A,?,N,,,,,,,,,,,,,,,,,,Y,,,,,,Faye,Eric,OMIT
D1-2-2012-5,10/03/2012,D1-2-1A,SS,R,O4178C313E,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Alex,
D1-2-2012-5,10/03/2012,D1-2-6A,PR,N,O4178C3545,A,M,Large testes,23.6,16.3,24.4,,,,,13,65,52,4,,,,543,,,,,Faye,Alex,
D1-2-2012-5,10/03/2012,D1-2-44A,LGTRS,R,O4178C372E,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Matt,
D1-2-2012-5,10/03/2012,D1-2-34A,LTG,R,O4178C3B44,SA?,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D1-2-2012-5,10/03/2012,D1-2-39B,WH,N,O4178C4CA7,A,M,Testes,27.1,16.4,19.4,,,,,13,68,55,26,,Had got tail caught in trap spring. Most of tail lost and base of tail possibly broken at base during his struggle.,,538,,,,,Faye,Faye,
D1-2-2012-5,10/03/2012,D1-2-7A,RS,N,O4178C4EOC,A,M,Testes,38.8,23.45,23.6,,,,,13,156,143,59,,Cloudy left eye,,540,,,,,Faye,Alex,"Thick ankle bands, thick patchy collar."
D1-2-2012-5,10/03/2012,D1-2-20A,SS,R,O4178C4O91,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Eric,
D1-2-2012-5,10/03/2012,D1-2-34B,MR,N,O4178C5137,A,M,Testes,40.1,21.5,35.8,,,,,13,260,247,43,,2xrips in left ear,,541,,,,,Faye,Faye,
D1-2-2012-5,10/03/2012,D1-2-39A,RS,R,O4178C556F,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D1-2-2012-5,10/03/2012,D1-2-2B,PR,N,O4178C66AA,A,M,Large testes,22.8,14.2,19.5,,,,,13,57,44,2,,,,539,,,,,Faye,Alex,
D1-2-2012-5,10/03/2012,D1-2-12A,LSQ,N,O4178C67FF,A,M,Testes,28.9,,25.6,124.3,83.9,,,13,93,80,3,,,,,,,,,Faye,Alex,
D1-2-2012-5,10/03/2012,D1-2-30A,MR,R,O4178C692C,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Eric,
D1-2-2012-5,10/03/2012,D1-2-17B,CTRS,N,O4178C747C,A,M,Testes,50.3,,22.1,185.4,192.8,,35.35,13,199,186,0,,,,,,,,,Faye,Eric,
D1-2-2012-5,10/03/2012,D1-2-24B,LSQ,N,O4178C781C,A,F,"3xpairs nips, distended tummy, pregs?",33.5,,8.15,145.3,101,,,13,126,113,0,,Graze on right hind leg,,,,,,,Faye,Eric,
D1-2-2012-5,10/03/2012,D1-2-14A,DTT,N,O4178C79OO,A,M,Testes,25.1,14.35,19,,,,,13,76,63,12,,,,542,,,,,Faye,Alex,
D1-2-2012-5,10/03/2012,D1-2-13B,RS,R,O4178C8244,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-5,10/03/2012,D1-2-28A,LTG,R,O417O67782,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Eric,
D1-2-2012-5,10/03/2012,D1-2-43B,MR,N,,,,,,,,,,,,,,,,,,,,,,,,Matt,Eric,RELEASED
D1-2-2012-6,11/03/2012,D1-2-13B,LTG,R,O4173COAOO,,,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D1-2-2012-6,11/03/2012,D1-2-21A,WH,N,O41781726B,A,M,Testes,28.4,11.2,10.1,,,,,13,62,49,28,,,,545,,,,,Matt,Matt,
D1-2-2012-6,11/03/2012,D1-2-34B,DTT,N,O417818C74,A,M,Small testes,27,16.5,19.3,,,,,13,72,59,7,,,,,,,,,Matt,Mus,
D1-2-2012-6,11/03/2012,D1-2-37A,LTG,N,O41781A2CC,A,M,Testes,44.4,23.3,38.6,,,,,13,360,347,13,,Half lower front tooth missing,,547,,,,,Matt,Alex,One of parasites was a leech
D1-2-2012-6,11/03/2012,D1-2-8B,SS,R,O4178C313E,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Eric,
D1-2-2012-6,11/03/2012,D1-2-1A,LSQ,N,O4178C4F38,A,F,,31.9,,6.4,129,93,,,13,103,90,1,,,,,,,,,Matt,Eric,
D1-2-2012-6,11/03/2012,D1-2-13A,SS,R,O4178C4O91,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D1-2-2012-6,11/03/2012,D1-2-18A,WH,R,O4178C59A9,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-2-2012-6,11/03/2012,D1-2-39B,WH,R,O4178C7134,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-6,11/03/2012,D1-2-18B,PR,R,O4178C756E,,,,,,,,,,,,,,,,,,,,,,,Faye,Faye,
D1-2-2012-6,11/03/2012,D1-2-35B,WH,N,O4178C7773,J,F?,,25.2,16.4,3.7,,,,,13,40,27,9,,,,546,,,,,Matt,Mus,"V dark grey on upper, darker rump, orange under w small white spot between hind legs"
D1-2-2012-6,11/03/2012,D1-2-4A,CTRS,N,O4178C839A,A,F,,46.7,,8.5,179.7,170.4,,31.6,13,158,145,0,,,,,,,,,Matt,Eric,Trap had rolled 5m down hill.
D1-2-2012-6,11/03/2012,D1-2-3B,PR,R,O4179O3ACB,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Eric,
D1-2-2012-6,11/03/2012,D1-2-46B,RS,N,O417O84O28,A,F,Perforated,40.5,24.1,11.9,,,,,13,144,131,52,,Wound on right hind leg,,544,,,,,Matt,Alex,
D1-2-2012-6,11/03/2012,D1-2-7A,PR,N,,,,,,,,,,,,,,,3,,,,,,,,,Matt,Eric,ESCAPED
D1-2-2012-7,12/03/2012,D1-2-12A,LTG,R,O4173COAOO,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-2-2012-7,12/03/2012,D1-2-17A,LTG,R,O41781665A,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-7,12/03/2012,D1-2-29A,WH,R,O41781726B,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-7,12/03/2012,D1-2-8B,SS,R,O4178C313E,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D1-2-2012-7,12/03/2012,D1-2-16B,PR,R,O4178C3552,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-2-2012-7,12/03/2012,D1-2-41B,WH,R,O4178C3FE7,A,F,,,,,,,,,,,,,,,,,,,,,Matt,Denny,
D1-2-2012-7,12/03/2012,D1-2-34B,SS,N,O4178C4E21,J,M?,,26.5,17.3,11.3,,,,,13,53,40,54,,Lost tail in trap spring,,550,,,,,Faye,Denny,
D1-2-2012-7,12/03/2012,D1-2-13A,SS,R,O4178C4O91,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Matt,
D1-2-2012-7,12/03/2012,D1-2-23B,WH,R,O4178C58E6,A,M,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-7,12/03/2012,D1-2-3B,PR,R,O4178C66AA,A,M,,,,,,,,,,,,,,,,,,,,,Matt,Faye,
D1-2-2012-7,12/03/2012,D1-2-27B,DTT,N,O4178C736C,A,F,"Perforated, 3xpairs nips",24.15,15.9,11.9,,,,,13,72,59,24,,Skinned tail in trap spring.,,548,,,,,Faye,Alex,
D1-2-2012-7,12/03/2012,D1-2-35A,MR,N,O4178C739B,A,F,"Perforated, 4xpairs nips",39,21.9,21,,,,,13,206,193,25,,,,552,,,,,Faye,Denny,
D1-2-2012-7,12/03/2012,D1-2-5B,RS,N,O4178C7754,A,F,"Perforated, 3xpairs nips",39,23.4,14.5,,,,,13,162,149,42,,,,549,,,,,Faye,Faye,"Thick ankle bands, no collar"
D1-2-2012-7,12/03/2012,D1-2-33B,LGTRS,R,O4178C84BO,A,F,,,,,,,,,,,,,,Capture dead.,Y,,,,,,Faye,Denny,Capture dead in trap. No obvious injury.
D1-2-2012-7,12/03/2012,D1-2-32B,LTG,R,O417O67782,A,F,,,,,,,,,,,,,,,,,,,,,Faye,Alex,
D1-2-2012-7,12/03/2012,D1-2-33A,LTG,N,O417O68BDA,A,M,Large testes,44.35,20.9,41.2,,,,,13,335,322,1,,,,551,,,,,Faye,Denny,
D100-1-2012-1,31/05/2012,D100-1-35B,RS,R,O4173BFC38,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-48A,SS,R,O417815D27,A,M,,,,,,,,,15,60,45,20,,,,732,107,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-4A,RS,R,O41781694B,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-41B,WH,R,O4178171C8,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-27B,RS,R,O417817347,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-10A,WH,R,O417818B67,A,F,,,,,,,,,,,,,,,,,,,,,,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-36A,WH,R,O417818BA6,A,M?,,,,,,,,,,,,,,,,,,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-41A,SS,R,O41781A61A,A,F,,27.3,17.5,13,,,,,13,81,68,28,,,,732,,,,,Robin,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-28B,WH,R,O41781A6D7,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-8A,RS,R,O41781A9O2,A,F,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie & Alex,"Spool attempted but got caught on debris in trap, which got caught in the undergrowth upon release, pulling spool (and fur) off rat"
D100-1-2012-1,31/05/2012,D100-1-5B,RS,R,O41781AO2D,A,M,,,,,,,,,,,,,,,,,,,,,Ollie,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-26A,WH,N,O41781D1O3,A,F,,26.9,13.9,10,,,,,13,65,52,22,,,,725,,,,,Robin,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-9B,MR,N,O41781FD4E,SA,F,,37.8,18.75,17.1,,,,,38,149,111,6,,,,727,,,,,Ollie,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-1B,CTRS,R,O41781FDF2,A,M,,,,,,,,,,,,,,,Y,,,,,,Ollie,Ollie & Alex,"Plastic ripped off, trap 10m from point, dead treeshrew with bottom half of body and lower jaw missing - Opong says civet."
D100-1-2012-1,31/05/2012,D100-1-8B,WH,N,O417BD61B2,A,M?,,25,14.2,14.1,,,,,13,49,36,38,,,,729,,,,,Robin,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-32B,LSQ,N,O417BD622F,A,M,Testes,30.85,,,136.9,92.5,,,13,112,99,0,,,,,,,,,Ollie,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-43B,WH,N,O417BD79OD,SA,M?,,24.4,14.4,11,,,,,13,47,34,32,,,,733,,,,,Robin,Robin & Mamat,
D100-1-2012-1,31/05/2012,D100-1-12B,LSQ,N,O417BD7OO6,A,M,Testes,31.75,,,125.6,88.6,,,13,121,108,0,,,,,,,,,Ollie,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-7B,LSQ,R,O417BD81BF,A,F,,30.6,,,128,86.7,,,13,99,86,0,,Patches of hair loss all over body - old injuries? Leech bite on leg,,,,,,,Ollie,Ollie & Alex,
D100-1-2012-1,31/05/2012,D100-1-36B,LSQ,N,O417BD8O46,A,M,Testes,32.85,,,135.4,87.9,,,13,99,86,0,,Broken tail?,,,,,,,Ollie,Robin & Mamat,
